FID	IID	pop	super_pop	gender	sex_plinkf	notgoodsex	deleted_duringqc	Family.ID	keep
NA20763	NA20763	TSI	EUR	male	1	FALSE	FALSE	NA20763	TRUE
NA20772	NA20772	TSI	EUR	female	2	FALSE	FALSE	NA20772	TRUE
NA20773	NA20773	TSI	EUR	female	2	FALSE	FALSE	NA20773	TRUE
NA20775	NA20775	TSI	EUR	female	2	FALSE	FALSE	NA20775	TRUE
NA20783	NA20783	TSI	EUR	male	1	FALSE	FALSE	NA20783	TRUE
NA20787	NA20787	TSI	EUR	male	1	FALSE	FALSE	NA20787	TRUE
NA20809	NA20809	TSI	EUR	male	1	FALSE	FALSE	NA20809	TRUE
NA20811	NA20811	TSI	EUR	male	1	FALSE	FALSE	NA20811	TRUE
NA20818	NA20818	TSI	EUR	female	2	FALSE	FALSE	NA20818	TRUE
NA20822	NA20822	TSI	EUR	female	2	FALSE	FALSE	NA20822	TRUE
NA20847	NA20847	GIH	SAS	female	2	FALSE	FALSE	NA20847	TRUE
NA20853	NA20853	GIH	SAS	female	2	FALSE	FALSE	NA20853	TRUE
NA20866	NA20866	GIH	SAS	male	1	FALSE	FALSE	NA20866	TRUE
NA20872	NA20872	GIH	SAS	female	2	FALSE	FALSE	NA20872	TRUE
NA20875	NA20875	GIH	SAS	female	2	FALSE	FALSE	NA20875	TRUE
NA20876	NA20876	GIH	SAS	female	2	FALSE	FALSE	NA20876	TRUE
NA20882	NA20882	GIH	SAS	female	2	FALSE	FALSE	NA20882	TRUE
NA20890	NA20890	GIH	SAS	male	1	FALSE	FALSE	NA20890	TRUE
NA20894	NA20894	GIH	SAS	female	2	FALSE	FALSE	NA20894	TRUE
NA20905	NA20905	GIH	SAS	male	1	FALSE	FALSE	NA20905	TRUE
NA21086	NA21086	GIH	SAS	female	2	FALSE	FALSE	NA21086	TRUE
NA21088	NA21088	GIH	SAS	female	2	FALSE	FALSE	NA21088	TRUE
NA21090	NA21090	GIH	SAS	male	1	FALSE	FALSE	NA21090	TRUE
NA21094	NA21094	GIH	SAS	male	1	FALSE	FALSE	NA21094	TRUE
NA21099	NA21099	GIH	SAS	male	1	FALSE	FALSE	NA21099	TRUE
NA21100	NA21100	GIH	SAS	male	1	FALSE	FALSE	NA21100	TRUE
NA21102	NA21102	GIH	SAS	female	2	FALSE	FALSE	NA21102	TRUE
NA21107	NA21107	GIH	SAS	male	1	FALSE	FALSE	NA21107	TRUE
NA21115	NA21115	GIH	SAS	male	1	FALSE	FALSE	NA21115	TRUE
NA21128	NA21128	GIH	SAS	male	1	FALSE	FALSE	NA21128	TRUE
NA21133	NA21133	GIH	SAS	male	1	FALSE	FALSE	NA21133	TRUE
NA21142	NA21142	GIH	SAS	female	2	FALSE	FALSE	NA21142	TRUE
NA21143	NA21143	GIH	SAS	female	2	FALSE	FALSE	NA21143	TRUE
